NumeroPedido;DtHoraPedido;DtHoraIntegracaoERP;Loja-Nome;Cod Loja;Bairro Entrega;CategoriaProduto;FormaPagamento;QTD.Itens;Qtd Unidades Devolvidas;NrItensCancelados;Peso Total (kg);ValorBrutoPedido(R$);Valor Desconto (R$);ValorLiquidoPedido(R$);HouveDesconto;CanalPedido;Dt Separacao Estoque;DtNotaFiscal;Dt_Despacho_Transportadora;DtEntregaCliente;Valor Frete (R$);TransportadoraResponsavel;SituacaoPedido;OBS
PA-2024-03522;03/01/2024 10:47 AM;03/01/2024 11:22 AM;Pata Amiga Timbó;LJ-005;Capitais;Hig.;Pix;1;0;0;2.8;34.36;R$ 0,45;R$ 33,91;Sim;site;2024-03-02;;;;;Entrega Expressa SC;Aguardando nota fiscal;conferir endereco com o cliente
PA-2024-03524;03/01/2024 02:20 AM;03/01/2024 12:20 PM;Pata Amiga Joinville Sul/SC;LJ-013;Costa e Silva;Higiene e Beleza;boleto;2;0;0;4.4;R$ 84,35;0;84.27;V;;2024-03-03;2024-03-03;2024-03-06;;;Entrega Expressa SC;Despachado - em transito;pedido recorrente
PA-2024-03519;03/01/2024 12:25 PM;03/01/2024 12:35 PM;pata amiga blumenau centro;;Vorstadt;Racao Seca;Especie;-;0;0;3.5;R$ 382,76;35,21;R$ 347,55;1;TELEFONE;2024-03-02;2024-03-02;2024-03-05;2024-03-06;10,40;TransPet Log;Entregue;embalagem para presente
PA-2024-03520;03/01/2024 06:30 PM;03/01/2024 06:50 PM;PATA AMIGA RIO DO SUL;LJ-002;Laranjeiras;PETISCO;vale pet;1;0;0;3.0;R$ 47,32;0;R$ 47,32;F;App Pata Amiga;2024-03-03;2024-03-04;2024-03-08;;;Rapido Catarinense;Despachado - em transito;aguardando confirmacao de estoque
PA-2024-03521;03/01/2024 06:55 PM;03/01/2024 07:45 PM;Pata Amiga Itajai Praia/SC;LJ-003;Fazenda;HIGIENE;boleto;1;0;0;1,5;R$ 48,04;R$ 0,00;48,04;0;;2024-03-02;2024-03-03;2024-03-07;2024-03-09;9.59;Rapido Catarinense;Entregue;pedido recorrente
PA-2024-03518;03/01/2024 11:35 AM;03/01/2024 09:35 PM;Pata Amiga Blumenal Centro;;Vorstadt;Rac.;Credito;4;0;0;11.7;638,94;R$ 58,78;580,16;X;Loja Física;;;;;;;Retirada na loja;
PA-2024-03525;03/01/2024 07:07 PM;03/02/2024 05:07 AM;Pata Amiga Araranguá;;Urussanguinha;Brinquedos;Pix;2;0;0;1.0;R$ 119,39;0,00;-;false;app;2024-03-05;2024-03-05;2024-03-10;2024-03-13;8,30;Correios;Entregue;
PA-2024-03534;03/02/2024 05:00 AM;03/02/2024 05:35 AM;PATA AMIGA SAO JOSE KOBRASOL;;Kobrasol;Petiscos;Debito;3;0;1;6.1;R$ 81,36;R$ 17,90;63;;whatsapp;2024-03-04;2024-03-04;2024-03-09;2024-03-10;24,39;Correios;Entregue;
PA-2024-03546;03/02/2024 02:35 AM;03/02/2024 05:35 AM;Pata Amiga Tubarão;LJ-022;Centro;Petisco;Dinheiro;1;0;0;1.8;R$ 27,43;0,00;R$ 27,43;false;Loja Física;;;;;;;Retirada na loja;
PA-2024-03531;03/02/2024 04:12 AM;03/02/2024 06:12 AM;Pata Amiga Jgua do Sul;;Barra do Rio Cerro;BRINQUEDO;DINHEIRO;1;0;0;3.3;56.54;2,94;53,60;SIM;;2024-03-03;2024-03-03;2024-03-08;2024-03-11;R$ 14,41;Correios;Entregue;embalagem para presente
PA-2024-03539;03/02/2024 04:55 AM;03/02/2024 07:55 AM;Pata Amiga Palhoca;LJ-019;;Ração;Cartao de Debito;2;;1;4.3;R$ 278,61;61,29;217.32;V;loja fisica;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2024-03528;03/02/2024 07:12 AM;03/02/2024 08:02 AM;pata amiga taio;;Centro;Medicamento;Cartao de Debito;2;0;0;8,3;251.52;17;233,91;sim;App;2024-03-04;2024-03-05;2024-03-10;2024-03-12;R$ 31,55;Logistica Propria;Entregue;
PA-2024-03542;03/02/2024 06:30 AM;03/02/2024 09:30 AM;pata amiga palhoca;;Ponte do Imaruim;Rac.;Boleto;;1;0;23.3;1741;383,09;R$ 1.358,24;V;telefone;2024-03-03;2024-03-04;;;;Entrega Expressa SC;Aguardando despacho;aguardando confirmacao de estoque
PA-2024-03530;03/02/2024 09:50 AM;03/02/2024 10:40 AM;pata amiga joinville sul;LJ-013;Jarivatuba;BRINQUEDO;dinheiro;1;0;0;3.2;70,54;0,00;70;Não;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03544;03/02/2024 11:15 AM;03/02/2024 11:50 AM;pata amiga palhoca;;Guarda do Cubatao;Rac.;Pix;11;0;0;40.7;R$ 2.156,16;-;;sim;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03547;03/02/2024 11:30 AM;03/02/2024 02:30 PM;PATA AMIGA LAGES;LJ-025;Centro;Acessorios;CARTAO DE DEBITO;1;0;0;1.3;109,39;9;R$ 99,98;V;app;2024-03-05;2024-03-06;2024-03-10;2024-03-11;9,28;Entrega Expressa SC;Entregue;pedido recorrente
PA-2024-03527;03/02/2024 01:50 PM;03/02/2024 02:40 PM;PATA AMIGA RIO DO SUL;LJ-002;;Racao Seca;Dinheiro;1;;;4.0;R$ 118,67;0,00;118,67;N;APP;;;;;;;Pedido cancelado;cliente pediu entrega no periodo da tarde
PA-2024-03543;03/02/2024 02:45 PM;03/02/2024 03:05 PM;PATA AMIGA PALHOCA;LJ-019;Pagani;Ração;Cartao de Credito;6;0;0;9.8;R$ 1.122,07;246;875,21;true;loja fisica;;;;;;;Retirada na loja;
PA-2024-03536;03/02/2024 02:52 PM;03/02/2024 03:12 PM;Pata Amiga São José Kobrasol;LJ-018;Kobrasol;RACAO;Debito;5;0;0;20,7;746.35;164,20;582;S;site;2024-03-05;2024-03-05;2024-03-07;2024-03-09;45,39;TransPet Log;Entregue;
PA-2024-03540;03/02/2024 10:38 AM;03/02/2024 03:38 PM;pata amiga palhoca;;Ponte do Imaruim;Med.;CARTAO DE CREDITO;9;0;0;25.3;1.330,88;292.79;1038;SIM;App Pata Amiga;2024-03-04;2024-03-05;2024-03-09;2024-03-11;54.53;Logistica Propria;Entregue;embalagem para presente
PA-2024-03538;03/02/2024 12:50 PM;03/02/2024 03:50 PM;PATA AMIGA SAO JOSE KOBRASOL;;Campinas;Ração;Debito;6;1;0;7.6;R$ 770,42;169,49;R$ 600,93;Sim;site;2024-03-05;2024-03-06;2024-03-09;2024-03-11;18;Logistica Propria;Entregue;
PA-2024-03537;03/02/2024 12:55 PM;03/02/2024 03:55 PM;Pata Amiga Sao Jose Kobrasol;;Kobrasol;Higiene e Beleza;PIX;12;;0;23.6;R$ 457,02;100,54;356.48;1;APP;2024-03-04;2024-03-04;2024-03-06;2024-03-08;64.09;Logistica Propria;Entregue;
PA-2024-03535;03/02/2024 07:15 AM;03/02/2024 05:15 PM;PATA AMIGA SAO JOSE KOBRASOL;LJ-018;Real Parque;Rac.;vale pet;6;0;0;9,8;R$ 1.067,29;;832,49;Sim;TELEFONE;2024-03-04;2024-03-04;2024-03-07;2024-03-10;26;TransPet Log;Entregue;embalagem para presente
PA-2024-03533;03/02/2024 04:55 PM;03/02/2024 05:45 PM;Pata Amiga Sao Jose Kobrasol;;Forquilhinhas;Racao Seca;DINHEIRO;6;0;1;17.0;1216.62;R$ 267,66;948,96;S;telefone;2024-03-04;2024-03-05;2024-03-10;2024-03-13;41.08;Logistica Propria;Entregue;aguardando confirmacao de estoque
PA-2024-03532;03/02/2024 03:45 PM;03/02/2024 06:45 PM;Pata Amiga São Jose Kobrasol;;Campinas;Ração Medicamentosa;Cartao de Debito;10;0;0;31,0;-;240,83;853;V;LOJA FISICA;;;;;;;Retirada na loja;cliente pediu entrega no periodo da tarde
PA-2024-03541;03/02/2024 10:00 PM;03/02/2024 10:10 PM;pata amiga palhoca;;Pagani;Petisco;CARTAO DE DEBITO;9;0;1;19,2;306,78;67,49;239,29;V;site;2024-03-03;2024-03-04;;;;Logistica Propria;Aguardando despacho;aguardando confirmacao de estoque
PA-2024-03575;03/03/2024 12:10 AM;03/03/2024 01:30 AM;pata amiga florianopolis norte;LJ-017;Rio Vermelho;Medicamento;CARTAO DE CREDITO;1;0;0;2.9;133.06;0.00;133.06;false;SITE;2024-03-05;2024-03-06;;;;Correios;Aguardando despacho;pedido recorrente
PA-2024-03572;03/03/2024 01:15 AM;03/03/2024 01:50 AM;Pata Amiga Jaragua do Sul;;Jaragua Esquerdo;RAÇÃO;VALE PET;7;0;0;11,5;1565.00;640.09;924,91;SIM;app;2024-03-04;2024-03-04;2024-03-09;;;TransPet Log;Despachado - em transito;embalagem para presente
PA-2024-03579;03/03/2024 01:15 AM;03/03/2024 02:05 AM;PATA AMIGA CHAPECO;LJ-029;Centro;PETISCO;Cartao de Credito;;0;;11.5;203;22,61;181,05;Sim;LOJA FISICA;;;;;;;Retirada na loja;produto fora de linha - substituido
PA-2024-03552;03/03/2024 01:55 AM;03/03/2024 02:45 AM;Pata Amiga Blumenau Centro/SC;;;Medicamentos;Cartão de Crédito;8;;0;19.1;896.09;196;699,85;V;App;2024-03-05;2024-03-05;2024-03-10;2024-03-13;52,79;Correios;Entregue;conferir endereco com o cliente
PA-2024-03561;03/03/2024 02:20 AM;03/03/2024 04:20 AM;PATA AMIGA GASPAR;LJ-007;Poco Grande;Racao;DINHEIRO;8;0;0;14.8;1500;328,63;1.171,95;Sim;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03555;03/03/2024 02:30 AM;03/03/2024 04:30 AM; Pata Amiga Blumenau Centro;LJ-001;;Higiene;Boleto;5;0;0;16.5;311,52;68,22;243;S;;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2024-03559;03/03/2024 01:35 AM;03/03/2024 04:35 AM;Pata Amiga Timbó;LJ-005;Centro;ACESSORIO;BOLETO;6;0;2;23,5;529,88;65;R$ 464,17;true;app;2024-03-04;2024-03-05;2024-03-08;;;Entrega Expressa SC;Despachado - em transito;aguardando confirmacao de estoque
PA-2024-03573;03/03/2024 04:00 AM;03/03/2024 04:35 AM;Pata Amiga Jaraguá do Sul;LJ-014;Jaragua Esquerdo;Petisco;BOLETO;8;0;0;14.6;R$ 346,56;R$ 141,74;204,82;1;WhatsApp;2024-03-04;;;;;Rapido Catarinense;Aguardando nota fiscal;pedido recorrente
PA-2024-03556;03/03/2024 04:05 AM;03/03/2024 04:55 AM;pata amiga blumenau centro;LJ-001;Itoupava Norte;RAÇÃO;Pix;9;0;0;30.6;1957.35;R$ 428,66;1.528,69;Sim;WhatsApp;2024-03-04;;;;;Rapido Catarinense;Aguardando nota fiscal;
PA-2024-03565;03/03/2024 04:45 AM;03/03/2024 05:05 AM; Pata Amiga Gaspar;LJ-007;Gasparinho;Petisco;Especie;12;1;0;33.4;290,25;63,56;226;true;WhatsApp;2024-03-05;2024-03-06;2024-03-08;2024-03-09;R$ 86,97;Correios;Entregue;
PA-2024-03551;03/03/2024 02:15 AM;03/03/2024 05:15 AM;Pata Amiga Blumenal Centro;;Salto do Norte;Rac.;DINHEIRO;9;0;0;9.3;953,81;208,88;744,93;X;App Pata Amiga;;;;;;;Pedido cancelado;produto fora de linha - substituido
PA-2024-03554;03/03/2024 05:55 AM;03/03/2024 06:15 AM;Pata Amiga Blumenau Centro;LJ-001;Progresso;Racao Medicamentosa;VALE PET;14;0;0;6.2;1.886,68;R$ 413,18;1473;X;Loja Física;;;;;;;Retirada na loja;
PA-2024-03578;03/03/2024 04:25 AM;03/03/2024 06:25 AM;Pata Amiga Chapecó;LJ-029;Efapi;racao;Debito;4;0;1;2,5;R$ 774,14;85,93;688.21;V;Whatsapp;2024-03-04;2024-03-05;2024-03-11;2024-03-13;11,03;Entrega Expressa SC;Entregue;
PA-2024-03545;03/02/2024 08:50 PM;03/03/2024 06:50 AM;Pata Amiga Criciuma/SC;LJ-021;Centro;Servicos;Especie;1;0;0;3,7;134;0;134,62;F;App;2024-03-05;;;;;Rapido Catarinense;Aguardando nota fiscal;aguardando confirmacao de estoque
PA-2024-03548;03/03/2024 07:50 AM;03/03/2024 08:00 AM;pata amiga blumenau centro;;Progresso;Med.;Vale Pet;1;0;0;0.4;127.13;R$ 27,84;99,29;SIM;loja fisica;;;;;;;Retirada na loja;
PA-2024-03549;03/03/2024 08:05 AM;03/03/2024 08:15 AM;pata amiga blumenau centro;;Garcia;Petiscos;pix;13;1;0;37.1;590;129,23;460,85;true;site;2024-03-04;2024-03-05;2024-03-08;2024-03-10;115;Correios;Entregue;
PA-2024-03529;03/02/2024 10:38 PM;03/03/2024 08:38 AM;Pata Amiga Ibirama/SC;LJ-011;Nossa Senhora de Fatima;Acessório;Vale Pet;4;0;n/d;5,1;R$ 444,85;R$ 0,00;444;Nao;telefone;2024-03-06;2024-03-06;2024-03-17;2024-03-18;13,65;Correios;Entregue;produto fora de linha - substituido
PA-2024-03553;03/03/2024 08:07 AM;03/03/2024 08:42 AM;Pata Amiga Blumenau Centro;LJ-001;Salto do Norte;Med.;Pix;5;0;0;11,4;525.01;R$ 114,98;410.03;;site;2024-03-05;2024-03-05;2024-03-07;2024-03-08;21.17;Entrega Expressa SC;Entregue;aguardando confirmacao de estoque
PA-2024-03560;03/03/2024 10:15 AM;03/03/2024 10:35 AM;Pata Amiga Indaial;LJ-006;Nacoes;Racao;Credito;9;0;0;27,1;1938;240,41;1698;sim;Loja Fisica;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2024-03558;03/03/2024 10:40 AM;03/03/2024 11:15 AM; Pata Amiga Blumenau Centro;;Ribeirao Fresco;Ração;pix;9;n/d;;7.4;R$ 1.749,76;R$ 383,20;1.366,56;Sim;LOJA FISICA;;;;;;;Retirada na loja;aguardando confirmacao de estoque
PA-2024-03568;03/03/2024 08:38 AM;03/03/2024 11:38 AM;Pata Amiga Jaragua do Sul;LJ-014;Ilha da Figueira;Ração;Boleto;12;0;0;15.2;2.346,75;959,82;1.386,93;sim;WHATSAPP;2024-03-05;2024-03-05;2024-03-07;2024-03-08;43,42;Logistica Propria;Entregue;
PA-2024-03564;03/03/2024 02:12 PM;03/03/2024 02:22 PM;PATA AMIGA GASPAR;LJ-007;;PETISCO;pix;9;;0;26,2;232,14;50,84;181,30;true;app;2024-03-05;;;;;Entrega Expressa SC;Aguardando nota fiscal;aguardando confirmacao de estoque
PA-2024-03550;03/03/2024 02:35 PM;03/03/2024 02:45 PM;Pata Amiga Blumenal Centro;LJ-001;Progresso;RACAO;Cartão de Débito;3;;0;4.7;601;R$ 131,62;469.38;Sim;Telefone;2024-03-05;2024-03-05;2024-03-09;2024-03-12;R$ 11,37;TransPet Log;Entregue;
PA-2024-03574;03/03/2024 12:15 PM;03/03/2024 03:15 PM;PATA AMIGA ITAPOA;LJ-016;Figueira do Pontal;Acessório;Cartao de Credito;2;0;;2.5;101,23;0,00;101,23;;App Pata Amiga;2024-03-06;2024-03-07;2024-03-11;2024-03-15;13,34;TransPet Log;Entregue;aguardando confirmacao de estoque
PA-2024-03580;03/03/2024 06:10 AM;03/03/2024 04:10 PM;Pata Amiga Xanxerê;LJ-031;Bela Vista;Rac.;Vale Pet;5;N/I;;9,6;R$ 473,60;52;421.03;;App Pata Amiga;2024-03-06;2024-03-06;2024-03-10;2024-03-12;17;TransPet Log;Entregue;conferir endereco com o cliente
PA-2024-03563;03/03/2024 04:05 PM;03/03/2024 05:25 PM;PATA AMIGA GASPAR;;Bela Vista;Rac.;VALE PET;7;0;0;8,7;R$ 1.564,60;R$ 342,65;1.221,95;sim;SITE;2024-03-05;2024-03-05;;;;Rapido Catarinense;Aguardando despacho;conferir endereco com o cliente
PA-2024-03569;03/03/2024 07:45 AM;03/03/2024 05:45 PM;Pata Amiga Jaraguá do Sul;LJ-014;Centro;Ração;Vale Pet;11;0;2;31,2;1842;753,60;1088.94;1;Site;2024-03-04;2024-03-05;2024-03-10;2024-03-14;49,82;Correios;Entregue;
PA-2024-03577;03/03/2024 08:00 AM;03/03/2024 06:00 PM;Pata Amiga Criciuma;LJ-021;Rio Maina;ACESSORIO;Cartao de Credito;3;0;0;8.3;303,93;R$ 26,44;277,49;S;app;2024-03-04;2024-03-05;2024-03-08;2024-03-10;29.78;Entrega Expressa SC;Entregue;produto fora de linha - substituido
PA-2024-03562;03/03/2024 06:23 PM;03/03/2024 07:43 PM;Pata Amiga Gaspar;LJ-007;Poco Grande;PETISCO;Cartão de Débito;7;0;0;24,7;;71.12;253,64;1;APP;;;;;;;Pedido cancelado;pedido recorrente
PA-2024-03557;03/03/2024 08:55 PM;03/03/2024 10:55 PM;PATA AMIGA BLUMENAU CENTRO;;Ribeirao Fresco;MEDICAMENTO;Cartao de Debito;5;0;0;12,0;316,05;69.21;246,84;S;App;2024-03-05;;;;;Entrega Expressa SC;Aguardando nota fiscal;embalagem para presente
PA-2024-03571;03/03/2024 02:35 PM;03/04/2024 12:35 AM;Pata Amiga Jaragua Do Sul;LJ-014;Jaragua Esquerdo;Rac.;BOLETO;16;0;0;17,7;-;1007.45;R$ 1.455,75;V;Telefone;2024-03-06;2024-03-07;2024-03-11;2024-03-13;57,23;Entrega Expressa SC;Entregue;
PA-2024-03596;03/04/2024 12:40 AM;03/04/2024 01:00 AM;pata amiga xanxere;LJ-031;Bela Vista;Acessorios;BOLETO;6;0;0;17,5;709,96;87,33;622,63;V;Site;2024-03-05;2024-03-05;2024-03-08;2024-03-10;R$ 58,54;Correios;Entregue;aguardando confirmacao de estoque
PA-2024-03570;03/03/2024 04:38 PM;03/04/2024 02:38 AM;PATA AMIGA JARAGUA DO SUL;LJ-014;Ilha da Figueira;Ração;BOLETO;10;1;0;11.8;1.343,02;549,30;793;1;app;2024-03-06;2024-03-06;2024-03-08;2024-03-09;R$ 23,66;Logistica Propria;Entregue;cliente pediu entrega no periodo da tarde
PA-2024-03576;03/03/2024 06:52 PM;03/04/2024 04:52 AM;PATA AMIGA SANTO AMARO DA IMPERATRIZ;LJ-020;;Petiscos;CARTAO DE CREDITO;2;0;0;6,3;55,52;R$ 0,00;55,52;0;app;2024-03-06;;;;;Correios;Aguardando nota fiscal;embalagem para presente
PA-2024-03567;03/03/2024 07:00 PM;03/04/2024 05:00 AM;Pata Amiga Jaragua Do Sul;;Barra do Rio Cerro;Petisco;CARTAO DE CREDITO;;1;2;8.1;342,59;-;R$ 202,47;SIM;site;;;;;;;Pedido cancelado;embalagem para presente
PA-2024-03587;03/04/2024 04:47 AM;03/04/2024 05:07 AM;Pata Amiga Jaragua do Sul;LJ-014;Centro;Acessorios;Dinheiro;5;0;0;10.9;251.57;R$ 33,21;218.36;Sim;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03590;03/04/2024 03:10 AM;03/04/2024 06:10 AM;Pata Amiga Tubarao;;Passagem;Racao;Boleto;3;0;0;10.1;329.99;0,00;R$ 329,99;nao;APP;2024-03-06;;;;;Correios;Aguardando nota fiscal;
PA-2024-03586;03/04/2024 01:12 AM;03/04/2024 06:12 AM;Pata Amiga Jgua do Sul;;;Petisco;CARTAO DE CREDITO;3;0;0;1,7;102,54;13,54;89,00;SIM;app;2024-03-06;;;;;Entrega Expressa SC;Aguardando nota fiscal;produto fora de linha - substituido
PA-2024-03592;03/04/2024 06:38 AM;03/04/2024 07:28 AM;Pata Amiga São Joaquim;LJ-026;Santa Terezinha;Servicos;Cartao de Debito;5;;0;20.2;802,84;125,24;R$ 677,60;sim;loja fisica;;;;;;;Retirada na loja;
PA-2024-03584;03/04/2024 07:20 AM;03/04/2024 07:55 AM;Pata Amiga Rio dos cedros;LJ-012;Palmeiras;racao;pix;3;0;0;1.5;336,39;R$ 38,35;298.04;sim;;2024-03-06;2024-03-06;2024-03-16;2024-03-20;8.89;Rapido Catarinense;Entregue;
PA-2024-03589;03/04/2024 05:25 AM;03/04/2024 08:25 AM;pata amiga palhoca;;Pagani;Higiene e Beleza;Cartao de Debito;4;0;0;12.9;R$ 132,18;0,00;132.18;Não;site;2024-03-05;2024-03-05;2024-03-07;2024-03-08;47,11;Logistica Propria;Entregue;
PA-2024-03566;03/03/2024 10:38 PM;03/04/2024 08:38 AM;Pata Amiga Presidente Getulio;;Fundo Canoas;SERVICO;Cartao de Credito;2;0;0;2,6;R$ 188,64;0,00;188.64;F;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03581;03/04/2024 07:12 AM;03/04/2024 10:12 AM;Pata Amiga Indaial;LJ-006;;Rac.;boleto;-;;0;3.1;994,63;113;881,24;sim;Loja Física;;;;;;;Retirada na loja;
PA-2024-03585;03/04/2024 09:05 AM;03/04/2024 10:25 AM;pata amiga joinville sul;LJ-013;Boa Vista;BRINQUEDO;Cartão de Débito;2;0;2;0.9;127,51;0,00;R$ 127,51;NAO;site;2024-03-05;2024-03-06;2024-03-08;2024-03-09;7,27;Rapido Catarinense;Entregue;embalagem para presente
PA-2024-03591;03/04/2024 11:12 AM;03/04/2024 12:02 PM;Pata Amiga Lages;LJ-025;Guarujal;RAÇÃO;Dinheiro;8;1;;6.1;1.634,60;R$ 255,00;R$ 1.379,60;Sim;LOJA FISICA;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2024-03595;03/04/2024 03:23 AM;03/04/2024 01:23 PM;Pata Amiga Concordia;LJ-030;Nacoes;Brinquedos;Debito;7;1;0;16,3;269.58;R$ 33,16;236,42;V;APP;2024-03-06;2024-03-06;2024-03-12;;;Correios;Despachado - em transito;conferir endereco com o cliente
PA-2024-03583;03/04/2024 02:05 PM;03/04/2024 05:05 PM; Pata Amiga Gaspar;LJ-007;Poco Grande;Acessorios;dinheiro;1;0;0;2,6;R$ 60,62;R$ 0,00;-;false;LOJA FISICA;;;;;;;Retirada na loja;conferir endereco com o cliente
PA-2024-03588;03/04/2024 04:20 PM;03/04/2024 06:20 PM;PATA AMIGA FLORIANOPOLIS NORTE;;Saco Grande;Petisco;Dinheiro;3;0;0;6,2;109,62;0;109;NAO;site;2024-03-05;2024-03-05;2024-03-08;2024-03-11;R$ 18,50;Logistica Propria;Entregue;
PA-2024-03582;03/04/2024 05:23 PM;03/04/2024 08:23 PM;pata amiga indaial;;Warnow;racao;Vale Pet;6;0;0;4,5;1.362,33;155;1.207,02;Sim;LOJA FISICA;;;;;;;Retirada na loja;pedido recorrente
PA-2024-03594;03/04/2024 10:23 PM;03/04/2024 10:43 PM;pata amiga chapeco;;Centro;Higiene;Debito;2;0;0;2.3;58,65;7,21;51,44;1;loja fisica;;;;;;;Retirada na loja;
PA-2024-03604;03/05/2024 12:12 AM;03/05/2024 12:47 AM;PATA AMIGA TUBARAO;;Centro;Rac.;Boleto;7;0;0;7.5;1467;305.31;1.162,51;true;Whatsapp;2024-03-07;2024-03-08;;;;Logistica Propria;Aguardando despacho;
PA-2024-03607;03/05/2024 03:52 AM;03/05/2024 04:12 AM;pata amiga laguna;LJ-024;;petisco;BOLETO;7;0;2;15.0;176.52;36.72;139.80;;Loja Física;;;;;;;Retirada na loja;
PA-2024-03600;03/05/2024 03:30 AM;03/05/2024 05:30 AM;Pata Amiga Tubarão;LJ-022;Centro;RAÇÃO;Cartão de Débito;6;0;0;15.4;802,66;166;R$ 635,71;SIM;Loja Fisica;;;;;;;Retirada na loja;pedido recorrente
PA-2024-03598;03/05/2024 08:00 AM;03/05/2024 09:20 AM;Pata Amiga Jaragua do Sul;;Barra do Rio Cerro;Medicamento;BOLETO;1;0;0;3,0;R$ 85,60;4.11;R$ 81,49;1;site;;;;;;;Pedido cancelado;aguardando confirmacao de estoque
PA-2024-03593;03/04/2024 11:52 PM;03/05/2024 09:52 AM;Pata Amiga Otacílio Costa;LJ-027;Bela Vista;petisco;pix;5;0;0;20.8;136,18;21,24;114;1;SITE;2024-03-06;2024-03-07;2024-03-20;2024-03-22;53,39;TransPet Log;Entregue;
PA-2024-03606;03/05/2024 08:38 AM;03/05/2024 10:38 AM;PATA AMIGA LAGUNA;LJ-024;Magalhaes;Rac.;CARTAO DE DEBITO;7;0;;21.9;754;156,98;R$ 597,73;sim;Site;2024-03-07;2024-03-07;2024-03-12;2024-03-14;64,95;Logistica Propria;Entregue;embalagem para presente
PA-2024-03599;03/05/2024 11:20 AM;03/05/2024 11:40 AM;PATA AMIGA ITAPOA;LJ-016;Balneario Itapoa;Higiene;PIX;4;0;0;5,0;237,21;;R$ 220,37;Sim;LOJA FISICA;;;;;;;Retirada na loja;embalagem para presente
PA-2024-03603;03/05/2024 09:52 AM;03/05/2024 11:52 AM;Pata Amiga Tubarao;;;Ração Medicamentosa;DINHEIRO;7;0;0;19.7;824,22;171,44;R$ 652,78;1;Loja Fisica;;;;;;;Retirada na loja;
PA-2024-03602;03/05/2024 01:10 PM;03/05/2024 01:30 PM;PATA AMIGA TUBARAO;;Humaita;Racao;BOLETO;;0;0;12,9;511,03;R$ 106,29;404,74;X;app;2024-03-07;2024-03-07;2024-03-11;2024-03-13;R$ 48,58;Entrega Expressa SC;Entregue;conferir endereco com o cliente
PA-2024-03605;03/05/2024 04:55 PM;03/05/2024 05:45 PM;PATA AMIGA LAGUNA;LJ-024;;Ração Medicamentosa;Pix;3;0;2;10,0;R$ 356,74;74,20;282.54;V;whatsapp;;;;;;;Pedido cancelado;
PA-2024-03601;03/05/2024 07:07 PM;03/05/2024 07:57 PM;Pata Amiga Tubarao;;Oficinas;Medicamento;dinheiro;6;0;0;5.1;R$ 736,38;153,17;583,21;sim;;2024-03-07;2024-03-08;2024-03-10;2024-03-12;R$ 18,32;TransPet Log;Entregue;
PA-2024-03597;03/05/2024 07:10 PM;03/05/2024 09:10 PM;PATA AMIGA JOINVILLE SUL;LJ-013;Aventureiro;MEDICAMENTO;Cartao de Debito;4;;0;12.0;324,06;23,01;R$ 301,05;true;Site;;;;;;;Pedido cancelado;
PA-2024-03626;03/06/2024 12:23 AM;03/06/2024 01:13 AM;Pata Amiga Sao Bento do Sul;LJ-015;Centro;HIGIENE;Boleto;3;0;;5.9;145,33;28.48;116,85;true;App Pata Amiga;2024-03-08;;;;;Logistica Propria;Aguardando nota fiscal;produto fora de linha - substituido
PA-2024-03623;03/06/2024 12:05 AM;03/06/2024 03:05 AM;pata amiga joinville sul;;Vila Nova;higiene;Debito;3;0;0;10.0;174,37;34,18;140,19;true;App;2024-03-09;2024-03-10;2024-03-11;2024-03-13;R$ 34,19;Logistica Propria;Entregue;
PA-2024-03629;03/06/2024 12:23 AM;03/06/2024 03:23 AM;Pata Amiga Palhoca;LJ-019;Guarda do Cubatao;Racao Seca;Debito;2;0;0;2.0;243.89;19.27;R$ 224,62;sim;LOJA FISICA;;;;;;;Retirada na loja;pedido recorrente
PA-2024-03617;03/06/2024 01:07 AM;03/06/2024 04:07 AM;Pata Amiga Ibirama;LJ-011;Nossa Senhora de Fatima;PETISCO;VALE PET;13;2;0;33.4;R$ 379,43;182,13;R$ 197,30;;WHATSAPP;2024-03-10;2024-03-11;2024-03-19;2024-03-21;95,66;Correios;Entregue;
PA-2024-03608;03/06/2024 04:38 AM;03/06/2024 05:28 AM;Pata Amiga Blumenau Centro;LJ-001;Itoupava Norte;Ração;Debito;1;0;;1,2;150.09;R$ 0,00;R$ 150,09;nao;Whatsapp;2024-03-07;;;;;TransPet Log;Aguardando nota fiscal;pedido recorrente
PA-2024-03636;03/06/2024 04:00 AM;03/06/2024 06:00 AM;Pata Amiga Concórdia;;Nacoes;higiene;Vale Pet;4;0;1;16.2;130;31,53;98.77;X;;;;;;;;Retirada na loja;produto fora de linha - substituido
